,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,number_of_repeats
93399,857855002,857855,Lindby,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short-sleeved top in a rib knit with a V-neck, button placket and wide, ribbed hem.",4
93405,857887001,857887,Barbaris Jacquard,245,Cardigan,Garment Upper body,1010022,Jacquard,11,Off White,1,Dusty Light,9,White,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Cardigan in a soft jacquard knit with dropped shoulders, long, wide sleeves and wide ribbing at the cuffs and hem. No buttons. The polyester content of the cardigan is recycled.",5
93407,857896001,857896,Ella Shorts,274,Shorts,Garment Lower body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,8397,Ladies Sport Woven,S,Sport,26,Sport,5,Ladies H&M Sport,1001,Unknown,Sports shorts in fast-drying functional fabric layered over a pair of short sports tights. High waist with a wide waistband containing a key pocket. The polyester content of the outer fabric of the shorts is recycled.,2
93412,857924003,857924,Alison AOP Shirt Dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short shirt dress in a patterned viscose weave with a collar, concealed buttons down the front and a yoke at the back. Detachable tie belt at the waist, long sleeves with narrow, buttoned cuffs, and a gently rounded hem.",1
93415,857924010,857924,Alison AOP Shirt Dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short shirt dress in a patterned viscose weave with a collar, concealed buttons down the front and a yoke at the back. Detachable tie belt at the waist, long sleeves with narrow, buttoned cuffs, and a gently rounded hem.",2
93416,857924011,857924,Alison AOP Shirt Dress,265,Dress,Garment Full body,1010001,All over pattern,32,Orange,7,Medium,3,Orange,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short shirt dress in a patterned viscose weave with a collar, concealed buttons down the front and a yoke at the back. Detachable tie belt at the waist, long sleeves with narrow, buttoned cuffs, and a gently rounded hem.",1
93424,858052001,858052,Verina,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut blouse in woven fabric. Round opening at the back with ties at the back of the neck and short, elasticated puff sleeves.",2
93425,858052005,858052,Verina,258,Blouse,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut blouse in woven fabric. Round opening at the back with ties at the back of the neck and short, elasticated puff sleeves.",2
93426,858052006,858052,Verina,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut blouse in woven fabric. Round opening at the back with ties at the back of the neck and short, elasticated puff sleeves.",8
93427,858052007,858052,Verina,258,Blouse,Garment Upper body,1010016,Solid,52,Pink,7,Medium,4,Pink,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut blouse in woven fabric. Round opening at the back with ties at the back of the neck and short, elasticated puff sleeves.",12
93428,858052008,858052,Verina,258,Blouse,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut blouse in woven fabric. Round opening at the back with ties at the back of the neck and short, elasticated puff sleeves.",17
93435,858125001,858125,Babette Capri 2-pack,273,Leggings/Tights,Garment Lower body,1010010,Melange,9,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,3/4-length leggings in soft jersey with a wide panel at the waist for best fit over the tummy. The cotton content of the leggings is organic.,2
93438,858147001,858147,Venice SP bralette,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bralette with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Adjustable shoulder straps, a wide lace trim at the hem and a hook-and-eye fastening at the back.",4
93444,858161001,858161,SHELL DRESS,265,Dress,Garment Full body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Fitted, sleeveless, calf-length dress in soft, ribbed jersey made from a cotton blend with high slits in the sides.",6
93445,858161002,858161,SHELL DRESS,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Fitted, sleeveless, calf-length dress in soft, ribbed jersey made from a cotton blend with high slits in the sides.",3
93446,858172001,858172,ZIRCON TANK TOP,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Vest top in ribbed cotton jersey with wide shoulder straps.,3
93447,858172002,858172,ZIRCON TANK TOP,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Vest top in ribbed cotton jersey with wide shoulder straps.,4
93450,858225001,858225,Jade Col.block HW Skinny Dnm,272,Trousers,Garment Lower body,1010005,Colour blocking,72,Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted, block-coloured jeans in soft, superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",1
93451,858278001,858278,MC Mirabelle dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Short dress in airy, crinkled chiffon with a small, pleated frilled collar and V-neck opening with narrow ties at the top. Pleats at the back and long sleeves with metal buttons at the cuffs. Elasticated seam at the waist and a gently flared skirt. Partly lined.",1
93465,858306006,858306,Esther set 2pcs,494,Accessories set,Accessories,1010016,Solid,10,White,3,Light,9,White,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,"Fleece-lined set with a hat and pair of mittens in a soft cable knit. Hat with a faux fur pompom on top, small imitation suede appliqué on the front, earflaps and ties under the chin. Mittens with ribbed cuffs. Sizes 0-2M and 2-6M without thumbs.",1
93468,858313001,858313,Puro top,253,Vest top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,V-neck top in a crinkled weave with narrow shoulder straps and covered buttons down the front.,10
93481,858376005,858376,Matilda dress,265,Dress,Garment Full body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Long, straight-cut dress in washed cotton denim with a collar, press-studs down the front, long, wide sleeves, and cuffs with an opening and buttons. Wide, detachable tie belt at the waist, deep pockets in the side seams and high slits front and back. Unlined.",4
93483,858381002,858381,Davis shirt tunic,258,Blouse,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide tunic in a cotton weave with a collar, buttons down the front and a yoke at the back. Dropped shoulders, long, wide sleeves and wide, buttoned cuffs. Seam and flared peplum at the hem with a pleat at the front.",4
93485,858381004,858381,Davis shirt tunic,258,Blouse,Garment Upper body,1010017,Stripe,71,Light Blue,1,Dusty Light,2,Blue,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide tunic in a cotton weave with a collar, buttons down the front and a yoke at the back. Dropped shoulders, long, wide sleeves and wide, buttoned cuffs. Seam and flared peplum at the hem with a pleat at the front.",1
93486,858389004,858389,Lizzo top,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Fitted blouse in a velvety-smooth weave made from a Tencel™ lyocell blend with a semi-shiny finish. Square neckline, shoulder pads, long sleeves and a concealed zip in one side.",2
93488,858400002,858400,Ezra Shorts,274,Shorts,Garment Lower body,1010026,Other structure,23,Dark Yellow,2,Medium Dusty,13,Brown,7655,Kids Boy Shorts,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1025,Shorts,"Shorts in a cotton weave with an adjustable, elasticated waist, zip fly and button, side pockets and welt back pockets.",2
93493,858407002,858407,Solo Assymetric bra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,One-shoulder sports bra in fast-drying functional fabric with a wide elasticated hem. Lined. Light support.,1
93504,858453001,858453,Hills dress,265,Dress,Garment Full body,1010001,All over pattern,92,Green,1,Dusty Light,19,Green,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Calf-length dress in softly draping, patterned satin with a stand-up collar, V-neck opening with a concealed button at the front, and a concealed zip in one side. Long sleeves with double-layered, buttoned cuffs, a seam at the waist with a detachable tie belt, and a flared skirt. Unlined.",1
93505,858453002,858453,Hills dress,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,9,White,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Calf-length dress in softly draping, patterned satin with a stand-up collar, V-neck opening with a concealed button at the front, and a concealed zip in one side. Long sleeves with double-layered, buttoned cuffs, a seam at the waist with a detachable tie belt, and a flared skirt. Unlined.",3
93513,858460002,858460,Ocean skirt(1),275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Fitted, knee-length skirt in sturdy, patterned jersey with a high waist and concealed zip at the back. Double-layered waistband and a slit at the back of the hem. Unlined.",2
93514,858460006,858460,Ocean skirt(1),275,Skirt,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Fitted, knee-length skirt in sturdy, patterned jersey with a high waist and concealed zip at the back. Double-layered waistband and a slit at the back of the hem. Unlined.",1
93522,858542001,858542,Net dot 1p Tights,304,Underwear Tights,Socks & Tights,1010006,Dot,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Spotted fishnet tights with an elasticated waist.,3
93524,858556001,858556,White dot 1p tights,304,Underwear Tights,Socks & Tights,1010006,Dot,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Thin tights with a spot pattern and an elasticated waist.,3
93525,858565001,858565,Zita Dress,265,Dress,Garment Full body,1010017,Stripe,12,Light Beige,1,Dusty Light,9,White,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in woven fabric with a collar, V-neck opening at the front and yoke with a pleat at the back. Concealed buttons down the front, 3/4-length, cuffed sleeves and a seam and detachable tie belt at the waist. Pockets in the side seams and high slits in the sides. Unlined.",3
93526,858565002,858565,Zita Dress,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in woven fabric with a collar, V-neck opening at the front and yoke with a pleat at the back. Concealed buttons down the front, 3/4-length, cuffed sleeves and a seam and detachable tie belt at the waist. Pockets in the side seams and high slits in the sides. Unlined.",2
93528,858610001,858610,Relaxed tap trash 89,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,8956,Young Boy Denim,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1016,Trousers Denim,"5-pocket jeans in washed stretch cotton denim with hard-worn details in a relaxed fit with an adjustable, elasticated waist, zip fly and button and tapered legs.",1
93529,858640003,858640,Lola skirt,275,Skirt,Garment Lower body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,Knee-length skirt in a crêpe weave with a high waist and sewn-in wrapover at the front. Concealed zip in one side and a flounce trim down the front and around the hem. Unlined.,5
93530,858640004,858640,Lola skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,Knee-length skirt in a crêpe weave with a high waist and sewn-in wrapover at the front. Concealed zip in one side and a flounce trim down the front and around the hem. Unlined.,3
93532,858671003,858671,Chicago Foulard Scarf,80,Scarf,Accessories,1010001,All over pattern,92,Green,2,Medium Dusty,19,Green,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in patterned satin. Size 110x110 cm.,1
93535,858692002,858692,AK Mai shorts HW,274,Shorts,Garment Lower body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,1744,AK Bottoms,D,Divided,2,Divided,70,Divided Asia keys,1009,Trousers,"5-pocket shorts in stretch cotton twill. Slightly looser fit with a high waist, zip fly and button and wide legs.",2
93536,858692003,858692,AK Mai shorts HW,274,Shorts,Garment Lower body,1010016,Solid,21,Light Yellow,7,Medium,8,Yellow,1744,AK Bottoms,D,Divided,2,Divided,70,Divided Asia keys,1009,Trousers,"5-pocket shorts in stretch cotton twill. Slightly looser fit with a high waist, zip fly and button and wide legs.",2
93537,858692004,858692,AK Mai shorts HW,274,Shorts,Garment Lower body,1010023,Denim,71,Light Blue,3,Light,2,Blue,1744,AK Bottoms,D,Divided,2,Divided,70,Divided Asia keys,1009,Trousers,"5-pocket shorts in stretch cotton twill. Slightly looser fit with a high waist, zip fly and button and wide legs.",1
93538,858692005,858692,AK Mai shorts HW,274,Shorts,Garment Lower body,1010016,Solid,61,Light Purple,1,Dusty Light,6,Lilac Purple,1744,AK Bottoms,D,Divided,2,Divided,70,Divided Asia keys,1009,Trousers,"5-pocket shorts in stretch cotton twill. Slightly looser fit with a high waist, zip fly and button and wide legs.",1
93541,858731001,858731,Antibe Croche,76,Hat/brim,Accessories,1010016,Solid,33,Dark Orange,4,Dark,3,Orange,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat in braided paper straw.,4
93555,858811001,858811,Rebel  dress,-1,Unknown,Unknown,1010001,All over pattern,10,White,3,Light,9,White,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Dress in a patterned viscose weave with an opening and button at the back of the neck. Short sleeves with sewn-in turn-ups, an elasticated seam and decorative bow at the waist, and side pockets. Unlined.",1
93563,858833002,858833,Orlando C&S padded wire bra,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bra with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back.",1
93567,858834003,858834,Stureby.,245,Cardigan,Garment Upper body,1010010,Melange,72,Blue,2,Medium Dusty,2,Blue,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Cardigan in a soft, fine-knit viscose blend with long raglan sleeves, buttons down the front and ribbing around the neckline, cuffs and hem.",2
93569,858847002,858847,Fraya fringe tank,253,Vest top,Garment Upper body,1010002,Application/3D,6,Light Grey,1,Dusty Light,12,Grey,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Top in soft cotton jersey with a narrow rib trim around the neckline, print motif on the front, cap sleeves and cut fringes at the hem.",1
93571,858854001,858854,Bell dress,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Short dress in a crêpe weave with a yoke and cap sleeves in lace. V-neck, an opening with a button at the back of the neck, and a narrow elasticated seam under the bust. Jersey lining.",1
93574,858856002,858856,Katya essential skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Short, fitted pencil skirt in woven fabric with a high waist, narrow, detachable belt and a concealed zip at the back. Lined. The polyester content of the outer fabric is partly recycled. The polyester content of the lining is recycled.",2
93582,858878001,858878,Draco shopper,66,Bag,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Large shopper in cotton canvas with imitation leather details. Two imitation leather handles with studs at the top and narrow, decorative imitation leather straps at the sides. One large inner compartment and imitation suede inside. Unlined. No fasteners. Depth 22.5 cm. Height 35 cm. Width 63 cm.",1
93584,858883001,858883,SPEED ELLA BELTED BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in a crêpe weave with a deep V-neck, long trumpet sleeves and a concealed zip in one side. Seam at the waist with a peplum and detachable belt.",18
93595,858918004,858918,Pasadena padded softbra,306,Bra,Underwear,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in jersey made from a modal blend. Adjustable shoulder straps and lined cups with removable inserts that shape the bust and provide good support. Hook-and-eye fastening at the back, and wide elastic at the hem.",1
93602,858992005,858992,Soho sandal,91,Sandals,Shoes,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Platform sandals in imitation suede made partly from recycled polyester. Adjustable ankle strap with a round metal buckle. Imitation leather insoles.,1
93607,859066001,859066,2p Eggy click clack,72,Hair clip,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Oval metal hair clips. Length 8 cm.,1
93608,859068001,859068,Romy jumpsuit,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Short-sleeved, V-neck jumpsuit in woven fabric with a sheen. Opening and button at the back of the neck and a narrow, elasticated seam and detachable D-ring belt at the waist. Side pockets, pleats at the waist and wide, ankle-length legs.",8
93613,859077005,859077,Nora dress(1),265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short, straight-style T-shirt dress in soft jersey made from a cotton blend with a round, slightly wider neckline. Short sleeves with sewn-in turn-ups, and short slits in the sides. Unlined.",12
93615,859077013,859077,Nora dress,265,Dress,Garment Full body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short, straight-style T-shirt dress in soft jersey made from a cotton blend with a round, slightly wider neckline. Short sleeves with sewn-in turn-ups, and short slits in the sides. Unlined.",15
93616,859077015,859077,Nora dress(1),265,Dress,Garment Full body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short, straight-style T-shirt dress in soft jersey made from a cotton blend with a round, slightly wider neckline. Short sleeves with sewn-in turn-ups, and short slits in the sides. Unlined.",4
93617,859077016,859077,Nora dress(1),265,Dress,Garment Full body,1010010,Melange,72,Blue,2,Medium Dusty,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short, straight-style T-shirt dress in soft jersey made from a cotton blend with a round, slightly wider neckline. Short sleeves with sewn-in turn-ups, and short slits in the sides. Unlined.",2
93620,859081001,859081,Jodi utility shirt dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, sleeveless dress in an airy cotton weave with notch lapels and concealed buttons down the front. Flap chest pockets and an adjustable belt with a plastic buckle at the waist. Unlined.",3
93621,859081002,859081,Jodi utility shirt dress,265,Dress,Garment Full body,1010016,Solid,13,Beige,1,Dusty Light,11,Beige,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, sleeveless dress in an airy cotton weave with notch lapels and concealed buttons down the front. Flap chest pockets and an adjustable belt with a plastic buckle at the waist. Unlined.",4
93624,859092001,859092,Taylor denim midi,265,Dress,Garment Full body,1010023,Denim,72,Blue,3,Light,2,Blue,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Sleeveless, fitted, calf-length dress in stretch denim with wide shoulder straps, off-centre buttons down the front and a seam at the waist.",1
93626,859101009,859101,Shirley bodycon,265,Dress,Garment Full body,1010001,All over pattern,53,Dark Pink,5,Bright,4,Pink,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in glossy jersey with a draped neckline, elastic spaghetti shoulder straps and a drawstring down each side that ties at the hem. Unlined.",1
93627,859101011,859101,Shirley bodycon,265,Dress,Garment Full body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in glossy jersey with a draped neckline, elastic spaghetti shoulder straps and a drawstring down each side that ties at the hem. Unlined.",1
93628,859105002,859105,Lemon HW,274,Shorts,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in cotton twill. High, frill-trimmed paper bag waist with elastication, and a zip fly with buttons. Side pockets and wide legs with sewn-in turn-ups.",6
93629,859105003,859105,Lemon HW,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in cotton twill. High, frill-trimmed paper bag waist with elastication, and a zip fly with buttons. Side pockets and wide legs with sewn-in turn-ups.",4
93630,859105004,859105,Lemon HW,274,Shorts,Garment Lower body,1010016,Solid,51,Light Pink,3,Light,4,Pink,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in cotton twill. High, frill-trimmed paper bag waist with elastication, and a zip fly with buttons. Side pockets and wide legs with sewn-in turn-ups.",5
93631,859105005,859105,Lemon HW,274,Shorts,Garment Lower body,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in cotton twill. High, frill-trimmed paper bag waist with elastication, and a zip fly with buttons. Side pockets and wide legs with sewn-in turn-ups.",4
93632,859105006,859105,Lemon HW,274,Shorts,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in cotton twill. High, frill-trimmed paper bag waist with elastication, and a zip fly with buttons. Side pockets and wide legs with sewn-in turn-ups.",6
93633,859105007,859105,Lemon HW,274,Shorts,Garment Lower body,1010016,Solid,31,Light Orange,3,Light,3,Orange,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in cotton twill. High, frill-trimmed paper bag waist with elastication, and a zip fly with buttons. Side pockets and wide legs with sewn-in turn-ups.",7
93634,859105008,859105,Lemon HW,274,Shorts,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in cotton twill. High, frill-trimmed paper bag waist with elastication, and a zip fly with buttons. Side pockets and wide legs with sewn-in turn-ups.",3
93635,859105009,859105,Lemon HW,274,Shorts,Garment Lower body,1010001,All over pattern,61,Light Purple,1,Dusty Light,6,Lilac Purple,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in cotton twill. High, frill-trimmed paper bag waist with elastication, and a zip fly with buttons. Side pockets and wide legs with sewn-in turn-ups.",3
93637,859118001,859118,Beatrice,258,Blouse,Garment Upper body,1010001,All over pattern,93,Dark Green,5,Bright,19,Green,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a patterned viscose weave with a V-neck and buttons down the front. Gathered seam at the shoulders, long sleeves with narrow, buttoned cuffs, and a tie detail at the hem.",4
93638,859118002,859118,Beatrice,258,Blouse,Garment Upper body,1010001,All over pattern,31,Light Orange,3,Light,3,Orange,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a patterned viscose weave with a V-neck and buttons down the front. Gathered seam at the shoulders, long sleeves with narrow, buttoned cuffs, and a tie detail at the hem.",1
93639,859121001,859121,Jaguar dress,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Knee-length dress in jersey crêpe with a V-neck, short cap sleeves and concealed zip at the back. Seam with a decorative metal buckle at the waist, and pleats at the front for added width. Jersey lining at the top.",1
93641,859125001,859125,Hercules shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut shirt in an airy cotton weave with a collar and buttons down the front. Gently dropped shoulders and long sleeves with buttoned cuffs. Double-layered yoke with a seam and pleat at the back, and a rounded hem. Slightly longer at the back.",28
93642,859125004,859125,Hercules shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut shirt in an airy cotton weave with a collar and buttons down the front. Gently dropped shoulders and long sleeves with buttoned cuffs. Double-layered yoke with a seam and pleat at the back, and a rounded hem. Slightly longer at the back.",3
